,0
0,21.872770309448242
1,18.538022994995117
2,18.538022994995117
3,1.7435832023620605
4,-0.51692134141922
5,-0.023728080093860626
6,0.25612324476242065
7,0.4295459985733032
8,0.7919648289680481
9,0.7919648289680481
10,-0.2192409336566925
11,-0.4642835259437561
12,0.5438513159751892
13,0.5438513159751892
14,-1.2612121105194092
15,-2.343803882598877
16,-1.3415194749832153
17,-1.6078259944915771
18,-1.0298265218734741
19,0.18272404372692108
20,-0.38714173436164856
21,0.4441622495651245
22,-0.9511721134185791
23,-1.68430757522583
24,0.5169711112976074
25,2.588575601577759
26,1.8808906078338623
27,-0.548818051815033
28,-0.020980030298233032
29,1.2304694652557373
30,1.2304694652557373
31,1.2304694652557373
32,0.6211981177330017
33,-1.1449683904647827
34,-0.28111591935157776
35,-0.28111591935157776
36,0.23003651201725006
37,0.18663731217384338
38,0.6460719704627991
39,-1.3458884954452515
40,-1.053475022315979
41,-0.9434599876403809
42,0.2877977192401886
43,0.13507844507694244
44,-1.735901117324829
45,1.4488195180892944
46,-1.0842777490615845
47,1.1602747440338135
48,-0.050613194704055786
49,-0.5555173754692078
50,-0.5331554412841797
51,0.3410419523715973
52,0.3410419523715973
53,-0.1831987202167511
54,-0.3110085129737854
55,-0.09674786776304245
56,-0.05205265060067177
57,-0.05205265060067177
58,0.7366775274276733
59,0.11564487963914871
60,0.32096001505851746
61,-0.44541609287261963
62,-0.5196665525436401
63,0.004156734794378281
64,-1.9021531343460083
65,-0.12333187460899353
66,0.32431527972221375
67,0.7176175117492676
68,1.3118197917938232
69,-0.277545303106308
70,-0.9222540855407715
71,-0.7021432518959045
72,0.8817470669746399
73,0.33155712485313416
74,0.33155712485313416
75,0.1544896364212036
76,0.1544896364212036
77,0.1597680151462555
78,0.8470219373703003
79,-1.0393471717834473
80,-1.0583841800689697
81,-1.1792855262756348
82,0.28944385051727295
83,-0.7002610564231873
84,0.5339307188987732
85,-0.4893530011177063
86,1.0204671621322632
87,0.8349377512931824
88,-0.8158023357391357
89,-1.115407943725586
90,-0.9203747510910034
91,-0.5023894906044006
92,-0.010164868086576462
93,-0.6630197763442993
94,0.13275259733200073
95,0.13275259733200073
96,-0.48630577325820923
97,0.6767286658287048
98,-1.3397241830825806
99,-0.8482967615127563
100,-0.8482967615127563
101,0.5780943036079407
102,0.3018793761730194
103,0.3018793761730194
104,0.11937027424573898
105,0.2256096750497818
106,1.0465551614761353
107,0.23193110525608063
108,0.23193110525608063
109,0.23193110525608063
110,-0.19821730256080627
111,-0.5669080018997192
112,-0.7166305780410767
113,-0.4641914367675781
114,-1.3305026292800903
115,-0.8038630485534668
116,0.5008304119110107
117,-0.8282546997070312
118,-1.0749423503875732
119,-2.432711362838745
120,-2.432711362838745
121,0.21432676911354065
122,0.5064877867698669
123,0.5064877867698669
124,0.5064877867698669
125,-1.1856331825256348
126,-0.8505859375
127,0.7088960409164429
128,0.2548280954360962
129,0.41239064931869507
130,0.7359365224838257
131,1.6497825384140015
132,-0.37829554080963135
133,-0.6769260168075562
134,-1.0358281135559082
135,1.3979666233062744
136,1.0100637674331665
137,0.7232615351676941
138,0.7321290373802185
139,-0.020376697182655334
140,-0.020376697182655334
141,0.3097003698348999
142,0.3097003698348999
143,-0.5139029622077942
144,0.405523419380188
145,1.3764994144439697
146,0.03264698386192322
147,-0.5364612340927124
148,-0.2655376195907593
149,-0.23036149144172668
150,0.08614881336688995
151,1.0284769535064697
152,0.3566061854362488
153,-0.6965135335922241
154,-0.6965135335922241
155,-0.4266219735145569
156,0.7599378228187561
157,0.6593568921089172
158,0.036283768713474274
159,0.036283768713474274
160,-0.17975200712680817
161,-0.5320992469787598
162,1.0453579425811768
163,-0.34670889377593994
164,0.2094983607530594
165,0.9498434066772461
166,1.1899446249008179
167,1.1899446249008179
168,-0.9088431596755981
169,2.4338667392730713
170,1.6456899642944336
171,1.9447684288024902
172,-2.360901117324829
173,-2.360901117324829
174,-2.360901117324829
175,-1.3511621952056885
176,1.527061939239502
177,-0.0410914272069931
178,-0.0410914272069931
179,-0.0410914272069931
180,0.021670864894986153
181,-1.173926830291748
182,0.8488712310791016
183,0.34928059577941895
184,-1.2305649518966675
185,1.4897397756576538
186,-1.7878961563110352
187,-0.6408008337020874
188,0.21233411133289337
189,0.6434087157249451
190,0.6434087157249451
191,-0.4603009521961212
192,0.49045535922050476
193,0.3051867187023163
194,0.3051867187023163
195,-1.0143144130706787
196,-0.2621215283870697
197,-2.202502489089966
