,0
0,-0.14549413323402405
1,-1.0018596649169922
2,0.46331918239593506
3,0.46331918239593506
4,2.2847752571105957
5,2.2847752571105957
6,-0.34036630392074585
7,-0.6380123496055603
8,-0.0935903787612915
9,-0.029068179428577423
10,-2.6847915649414062
11,2.583543539047241
12,0.13866721093654633
13,1.19767165184021
14,1.19767165184021
15,2.044193983078003
16,2.044193983078003
17,0.7343946695327759
18,0.7343946695327759
19,0.7343946695327759
20,0.8725243806838989
21,0.6291654706001282
22,0.6291654706001282
23,0.768123984336853
24,0.514976978302002
25,0.11191180348396301
26,0.11292383819818497
27,-1.3574059009552002
28,-0.3588297367095947
29,0.25461068749427795
30,0.25461068749427795
31,0.25461068749427795
32,-0.19668766856193542
33,-0.038783956319093704
34,0.5896635055541992
35,0.5896635055541992
36,0.5896635055541992
37,0.5896635055541992
38,0.5747489333152771
39,0.5747489333152771
40,0.5747489333152771
41,1.397702693939209
42,2.6949033737182617
43,2.6949033737182617
44,0.7829111218452454
45,0.7829111218452454
46,0.7829111218452454
47,1.5130959749221802
48,1.5130959749221802
49,0.2839455306529999
50,0.742160439491272
51,0.742160439491272
52,0.07719264924526215
53,-1.7066574096679688
54,-0.2712435722351074
55,0.8695554733276367
56,0.07315649092197418
57,5.699833855032921e-05
58,1.194226861000061
59,1.194226861000061
60,-0.5176712870597839
61,-1.2961792945861816
62,0.8135818839073181
63,1.2742782831192017
64,1.2742782831192017
65,0.24185290932655334
66,0.24185290932655334
67,0.24185290932655334
68,0.24185290932655334
69,0.24185290932655334
70,-1.8478187322616577
71,0.24851040542125702
72,0.24851040542125702
73,0.08230805397033691
74,0.08230805397033691
75,0.08230805397033691
76,2.414740800857544
77,-1.5996612310409546
78,-1.5614219903945923
79,0.03164972364902496
80,0.03164972364902496
81,0.5990525484085083
82,1.0076836347579956
83,1.0076836347579956
84,1.0076836347579956
85,1.5283548831939697
86,0.5381844639778137
87,0.5381844639778137
88,-1.9645051956176758
89,-1.0927469730377197
90,-0.5895111560821533
91,1.6884435415267944
92,0.9579170942306519
93,0.6176450252532959
94,0.6176450252532959
95,0.008898183703422546
96,0.008898183703422546
97,0.008898183703422546
98,0.008898183703422546
99,0.20767070353031158
100,0.20767070353031158
101,0.7844071984291077
102,1.6131705045700073
103,0.29239264130592346
104,0.20418597757816315
105,0.20418597757816315
106,0.20418597757816315
107,0.20418597757816315
108,0.20418597757816315
109,0.1920015662908554
110,0.1920015662908554
111,0.49737173318862915
112,0.49737173318862915
113,1.2302806377410889
114,1.2302806377410889
115,-1.2575899362564087
116,1.5290627479553223
117,0.7794679999351501
118,0.7794679999351501
119,1.571889877319336
120,0.38983452320098877
121,0.38983452320098877
122,0.38983452320098877
123,-0.35366103053092957
124,0.506572425365448
125,0.565890908241272
126,0.565890908241272
127,0.5363674759864807
128,0.3700008988380432
129,0.3700008988380432
130,0.5724270343780518
131,0.25279995799064636
132,0.25279995799064636
133,0.8335182070732117
134,0.6457337141036987
135,-0.9122434854507446
136,1.1945648193359375
137,1.1945648193359375
138,-0.02317310869693756
139,-0.9799616932868958
140,-0.851649284362793
141,-0.43239039182662964
142,-1.0877070426940918
143,0.6420100927352905
144,0.40412378311157227
145,0.40412378311157227
146,0.18455609679222107
147,0.18455609679222107
148,0.18455609679222107
149,0.49925848841667175
150,0.49925848841667175
151,0.49925848841667175
152,0.34883666038513184
153,0.34883666038513184
154,-0.4136594235897064
155,0.5138474106788635
156,0.744512140750885
157,1.550779104232788
158,1.550779104232788
159,1.550779104232788
160,1.550779104232788
161,0.9680845737457275
162,1.544697642326355
163,1.544697642326355
164,1.544697642326355
165,1.544697642326355
166,-0.8766173720359802
167,1.4474443197250366
168,1.4474443197250366
169,0.3447088301181793
170,0.3447088301181793
171,0.3447088301181793
172,-0.8915479183197021
173,-1.1131489276885986
174,-1.119096040725708
175,0.4293106198310852
176,0.28824806213378906
177,0.28824806213378906
178,0.28824806213378906
179,0.2648506164550781
180,0.2648506164550781
181,0.2648506164550781
182,1.2182890176773071
183,-2.1075632572174072
184,0.5632050037384033
185,0.8451672792434692
186,0.03119136393070221
187,0.6171543002128601
188,0.6171543002128601
189,0.6171543002128601
190,0.24734729528427124
191,0.4812837839126587
192,0.13528524339199066
193,0.13528524339199066
194,0.13528524339199066
195,0.007019844837486744
196,0.5792569518089294
197,0.5792569518089294
198,1.12488853931427
199,1.0402495861053467
200,0.2619783878326416
201,-1.0948779582977295
202,0.4993833005428314
203,-0.35247987508773804
204,-2.291520357131958
205,2.3692128658294678
206,2.3692128658294678
207,2.3692128658294678
208,1.6752427816390991
209,1.8158615827560425
210,1.8158615827560425
211,0.949129581451416
212,0.949129581451416
213,1.933292269706726
214,1.933292269706726
215,1.76304030418396
216,0.5082734227180481
217,-0.31517258286476135
218,-0.13274915516376495
219,-0.6717102527618408
220,-0.7907313704490662
221,0.194514662027359
222,-2.3547933101654053
223,1.551183819770813
224,1.551183819770813
225,2.0816469192504883
226,1.87644362449646
227,0.13438303768634796
228,1.3467659950256348
229,0.34142667055130005
230,0.34142667055130005
231,0.6017551422119141
232,0.6017551422119141
233,0.6017551422119141
234,1.5022438764572144
235,0.8731664419174194
236,0.7705796957015991
237,1.0496983528137207
238,0.08846627920866013
239,0.08846627920866013
240,1.789973497390747
241,1.789973497390747
242,-1.085766077041626
243,0.8658444881439209
244,0.9115886092185974
245,0.9115886092185974
246,0.9115886092185974
247,0.9115886092185974
248,0.9115886092185974
249,1.240494966506958
250,1.1070387363433838
251,0.7507433295249939
252,0.525661826133728
253,0.525661826133728
254,0.525661826133728
255,0.525661826133728
256,0.525661826133728
257,0.6731921434402466
258,-0.28726398944854736
259,-1.526793360710144
260,-0.15799540281295776
261,-0.3666928708553314
262,0.3664640188217163
263,0.3664640188217163
264,-1.2262245416641235
265,0.2827995717525482
266,0.2827995717525482
267,1.509592890739441
268,1.4473856687545776
269,0.3617216646671295
270,0.12792496383190155
271,0.1666216403245926
272,0.12526468932628632
273,0.12526468932628632
274,0.12526468932628632
275,0.12526468932628632
276,0.12526468932628632
277,-1.4489414691925049
278,0.5026943683624268
279,0.5026943683624268
280,0.5026943683624268
281,1.0342379808425903
282,0.7901432514190674
283,0.7901432514190674
284,1.231532096862793
285,1.231532096862793
286,-0.16513904929161072
287,2.0156850814819336
288,0.0882224589586258
289,0.7342711091041565
290,0.7342711091041565
291,0.7342711091041565
292,0.7342711091041565
293,0.7342711091041565
294,0.10260412096977234
295,0.09193147718906403
296,0.7196877002716064
297,0.7196877002716064
298,1.0926350355148315
299,0.8365136981010437
300,0.371785044670105
301,0.3186565339565277
302,1.6972579956054688
303,0.2801465094089508
304,0.2801465094089508
305,0.0899241715669632
306,0.2750243842601776
307,0.4495082199573517
308,0.4495082199573517
309,0.5730609893798828
310,0.36139461398124695
311,0.36139461398124695
312,0.36139461398124695
313,1.1580462455749512
314,1.3450514078140259
315,1.3450514078140259
316,0.09965088218450546
317,0.8834180235862732
318,0.8834180235862732
319,0.5785473585128784
320,0.9368370175361633
321,0.9368370175361633
322,-0.30692917108535767
323,0.8576866388320923
324,0.9229253530502319
325,0.9229253530502319
326,0.9229253530502319
327,0.9229253530502319
328,2.5789382457733154
329,2.5789382457733154
330,2.1573569774627686
331,2.1573569774627686
332,1.4246320724487305
333,1.9926016330718994
334,1.0196409225463867
335,1.0196409225463867
336,1.613964557647705
337,1.613964557647705
338,2.2779719829559326
339,2.2779719829559326
340,2.2779719829559326
341,2.2779719829559326
342,1.3046808242797852
343,1.1009747982025146
344,1.1009747982025146
345,1.1009747982025146
346,1.1009747982025146
347,1.1009747982025146
348,1.1009747982025146
349,0.4629378318786621
350,1.6988615989685059
351,0.1487477719783783
352,0.1487477719783783
353,0.1487477719783783
354,0.1487477719783783
355,0.1487477719783783
356,1.1756377220153809
357,0.5373550653457642
358,0.5373550653457642
359,0.21880222856998444
360,0.40045690536499023
361,0.8902782201766968
362,0.09995127469301224
363,0.5423855185508728
364,0.0729832649230957
365,1.095954418182373
366,1.095954418182373
367,0.09433868527412415
368,0.09433868527412415
369,0.09433868527412415
370,-1.6091138124465942
371,-1.793159008026123
372,-1.0862809419631958
373,-0.30684414505958557
374,0.9459081292152405
375,0.9459081292152405
376,0.20703652501106262
377,1.065642237663269
378,1.5913602113723755
379,1.2929531335830688
380,1.2929531335830688
381,1.3184807300567627
382,0.5925465822219849
383,0.7447353601455688
384,0.7447353601455688
385,0.7447353601455688
386,0.7447353601455688
387,0.09483128041028976
388,0.09483128041028976
389,1.1081993579864502
390,1.918221354484558
391,1.0200910568237305
392,1.0200910568237305
393,1.304877519607544
394,1.304877519607544
395,0.6619312167167664
396,1.1981528997421265
397,0.750093936920166
398,0.19277772307395935
399,0.19277772307395935
400,0.99649977684021
401,0.99649977684021
402,0.99649977684021
403,0.99649977684021
404,0.99649977684021
405,0.5048443078994751
406,0.06124074012041092
407,0.6470269560813904
408,1.3688277006149292
409,0.5755897760391235
410,0.9513657093048096
411,0.9513657093048096
412,0.7609589099884033
413,0.24990952014923096
414,0.2837512493133545
415,0.2837512493133545
416,0.02758355438709259
417,0.02758355438709259
418,1.485944151878357
419,1.730163335800171
420,0.6967931985855103
421,0.6967931985855103
422,0.16655555367469788
423,0.16655555367469788
424,0.16655555367469788
425,1.1051326990127563
426,1.1051326990127563
427,1.1051326990127563
428,1.1051326990127563
429,0.6559305787086487
430,0.6559305787086487
431,0.9173802733421326
432,0.9173802733421326
433,0.9173802733421326
434,-0.4814075231552124
435,0.4156460464000702
436,0.4156460464000702
437,0.4156460464000702
438,0.4156460464000702
439,0.4156460464000702
440,0.4158880412578583
441,0.10859712958335876
442,0.10859712958335876
443,0.10859712958335876
444,0.10859712958335876
445,0.14865802228450775
446,0.8592280745506287
447,0.19901752471923828
448,0.35778218507766724
449,-0.8300719857215881
450,0.007619380950927734
451,0.007619380950927734
452,1.0150597095489502
453,1.924971342086792
454,1.924971342086792
455,0.4450070858001709
456,1.943621277809143
457,0.15622776746749878
458,0.3051554560661316
459,0.7811524868011475
460,0.08915358781814575
461,0.3613686263561249
462,0.20075826346874237
463,-0.076816126704216
464,-0.5974259376525879
465,-1.3480021953582764
466,-0.5545846819877625
467,-0.08745912462472916
468,-0.24852073192596436
469,0.39653030037879944
470,1.648337960243225
471,1.648337960243225
472,1.648337960243225
473,0.40622633695602417
474,0.7178595066070557
